kepid,tce_plnt_num,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err,av_training_set
9349690,1,,518.485,0.0208441,141.764,0.0227761,0.781,2.164,10.04,1.997,105.4,94.82,1.383,15.78,20.61,619.0,195.0,,,4232.0,153.0,2.15,0.37,13.76,8.584,NTP
6508478,1,,1.17381,7.11715e-06,132.081,0.00239579,0.5,1.736,2.509,0.2897,26.24,2.168,15.16,1.688,0.3429,3910.0,708.0,,,8273.0,334.0,3.75,0.3,3.177,1.121,NTP
12164564,1,,3.35179,9.87294e-06,131.659,0.00182453,0.8728,0.4835,2.079,0.4579,373.7,20.95,21.22,2.247,0.7451,1300.0,262.0,,,6208.0,209.0,4.46,0.28,1.009,0.402,PC
8539939,3,,1.66193,1.47482e-05,132.945,0.00407655,0.5,2.019,3.286,0.377,23.68,2.68,10.18,0.9951,0.227,2530.0,669.0,,,7316.0,316.0,4.05,0.3,1.969,1.026,AFP
9070666,1,,2.99792,1.90993e-05,131.769,0.0039421,0.1004,52.33,4.344,0.6509,44.69,3.757,13.41,0.8285,0.862,1510.0,434.0,,,6295.0,243.0,4.28,0.3,1.236,0.703,PC
2442084,2,,49.7886,3.56203e-06,134.385,6.06604e-05,0.8884,0.1677,3.776,0.01082,164600.0,199.5,1099.0,32.5,7.081,271.0,14.2,,,3894.0,96.0,4.71,0.06,0.541,0.05,AFP
2856756,1,,0.641049,4.82008e-06,131.645,0.00157476,0.7118,0.4692,1.891,0.3618,26.4,1.655,21.75,2.793,0.2593,7040.0,1400.0,,,10546.0,423.0,3.57,0.31,5.04,1.957,AFP
8773948,3,,1.59515,0.0,131.542,0.0,0.1,0.0,6.0,0.0,836.2,0.0,-1.0,8.893,0.0,2680.0,0.0,,,5934.0,208.0,3.58,0.57,3.075,1.764,UNK
10486425,1,,5.27483,1.88282e-07,136.708,2.61781e-05,0.9865,0.05517,4.676,0.004275,106100.0,99.05,1211.0,98.83,8.251,1650.0,536.0,,,7247.0,334.0,4.11,0.37,1.834,1.182,AFP
10293818,3,,0.509103,0.0,131.698,0.0,0.1,0.0,1.5,0.0,476.9,0.0,-1.0,5.638,0.0,4430.0,0.0,,,7872.0,317.0,3.92,0.25,2.542,1.02,AFP
4753561,1,,4.94493,3.18634e-06,131.612,0.00039295,0.4946,1.912,2.261,0.2096,1669.0,22.44,90.1,2.517,0.9762,706.0,39.9,,,4478.0,132.0,4.64,0.06,0.612,0.059,AFP
7772919,1,,0.527442,7.89269e-06,132.046,0.00418417,0.9048,0.1221,1.789,0.9372,100.8,8.3,16.33,1.922,0.2005,3360.0,1260.0,,,7209.0,333.0,4.19,0.42,1.645,1.226,UNK
8394753,2,,0.557695,1.40026e-05,131.532,0.00228021,0.3,13.13,1.479,0.7652,47.67,7.828,10.76,0.7819,0.6317,2570.0,665.0,,,6495.0,240.0,4.4,0.31,1.113,0.57,AFP
6383932,1,,2.43832,3.62388e-05,133.394,0.00552772,0.9397,0.002756,6.746,0.1228,76.11,6.174,11.67,1.633,0.06649,1970.0,687.0,,,7161.0,309.0,4.21,0.39,1.555,1.076,UNK
12401863,1,,2.83266,7.98073e-06,131.825,0.00170679,0.2969,6.869,2.329,0.06577,108.3,4.819,25.75,1.326,0.6682,1450.0,139.0,,,5865.0,125.0,4.27,0.13,1.272,0.237,PC
8255887,1,,4.70833,6.21476e-07,133.78,9.27506e-05,0.2147,0.2358,3.175,0.02596,8082.0,14.43,623.1,10.76,0.1441,1160.0,221.0,,,5560.0,172.0,4.25,0.23,1.21,0.455,PC
10972902,2,,1.42851,1.901e-05,131.884,0.0056127,0.8943,0.7973,2.333,1.369,30.36,5.593,6.778,0.5297,0.3437,1550.0,345.0,,,5979.0,162.0,4.56,0.31,0.822,0.364,AFP
2015013,1,,13.9462,0.000105548,132.07,0.00600143,0.2124,29.24,2.537,0.2707,93.57,9.439,10.01,1.722,2.397,1020.0,222.0,,,5873.0,170.0,3.96,0.35,1.78,0.77,AFP
8907618,2,,1.60756,20.8965,132.277,6757.56,0.8703,7153.0,5.769,146800.0,4.275e-05,2.648,1.668e-05,0.002289,72.62,3320.0,14400.0,,,7819.0,319.0,3.74,0.27,3.072,0.977,UNK
11971335,1,,0.773126,9.14603e-06,132.275,0.00103088,0.9155,0.1946,1.614,0.5367,81.03,10.31,10.43,0.9743,0.2143,1960.0,398.0,,,5912.0,151.0,4.48,0.28,0.903,0.363,UNK
11295426,1,,5.39875,1.52878e-06,136.068,0.000202381,0.1257,2.629,3.42,0.02624,347.8,1.497,245.9,2.296,0.1763,1150.0,17.1,,,5793.0,74.0,4.28,0.02,1.243,0.019,PC
9389245,1,,3.0955,4.4437e-05,132.339,0.00905366,0.4652,2.677,12.88,7.611,10.53,0.9016,11.77,0.4451,0.1391,1540.0,287.0,,,6021.0,153.0,4.13,0.28,1.338,0.494,NTP
8231667,1,,42.8777,0.000232496,156.064,0.00488304,0.5242,9.241,1.932,0.9333,1041.0,78.71,13.85,2.742,4.804,451.0,125.0,,,5256.0,213.0,4.48,0.43,0.832,0.456,PC
8866102,1,,17.8337,1.12603e-05,145.564,0.000493501,0.9037,0.01076,4.871,0.04762,324.8,2.683,126.7,2.887,0.03238,859.0,11.7,,,6325.0,75.0,4.26,0.01,1.361,0.018,PC
11250587,1,,7.25697,5.5998e-06,134.023,0.000593138,0.6961,0.2368,4.898,0.09206,452.0,3.711,123.7,3.596,0.2602,1170.0,29.6,,,5862.0,97.0,4.11,0.02,1.586,0.061,PC
11968463,1,,10.0439,4.7514e-05,132.647,0.00405311,0.3116,9.624,4.694,0.5585,443.5,18.69,25.47,2.457,1.598,975.0,286.0,,,6308.0,246.0,4.35,0.32,1.153,0.671,PC
3102384,1,,10.5738,6.8188e-06,132.773,0.00052254,0.5937,0.4725,1.672,0.03385,301.5,3.8,86.17,1.953,0.2041,848.0,13.4,,,5739.0,75.0,4.4,0.01,1.081,0.019,PC
10195926,4,,5.68497,3.39761e-05,132.83,0.00422283,0.4974,0.8433,12.55,0.7257,18.57,1.498,12.59,1.491,0.1527,2240.0,499.0,,,7620.0,295.0,3.63,0.39,3.339,1.464,AFP
6951642,4,,0.662173,0.0,131.6,0.0,0.1,0.0,2.5,0.0,63.55,0.0,-1.0,3.556,0.0,5090.0,0.0,,,7365.0,274.0,3.4,0.69,4.422,2.851,AFP
10252275,2,,5.65239,2.46187e-05,136.989,0.00311299,0.1878,25.0,1.983,0.1456,128.1,11.01,12.27,0.8878,1.165,857.0,403.0,,,5159.0,161.0,4.51,0.64,0.8,0.751,PC
3442058,2,,1.43013,6.17256e-06,132.019,0.00136594,0.7,0.6804,1.459,0.05983,52.82,4.132,17.06,1.787,0.3234,2980.0,569.0,,,7703.0,300.0,3.96,0.23,2.29,0.856,AFP
2445975,2,,3.38932,9.93503e-06,131.674,0.00210439,0.899,0.2715,2.061,0.467,458.9,39.63,14.14,2.55,0.6949,1210.0,0.00119,,,5780.0,0.0,4.44,0.0,1.0,0.0,AFP
4077526,4,,4.45819,2.54746e-05,134.393,0.0040028,0.007849,811.6,2.72,0.2632,185.0,16.18,12.26,1.471,1.92,1210.0,272.0,,,6100.0,211.0,4.38,0.28,1.083,0.48,PC
9716628,1,,1.36595,2.76985e-05,132.761,0.00717973,0.01369,256.7,10.31,35.03,7.806,1.304,6.551,0.7426,0.4372,3310.0,815.0,,,8143.0,328.0,3.93,0.29,2.631,1.28,UNK
6109688,3,,3.45691,4.01821e-05,132.983,0.00753608,0.9339,0.01127,8.399,0.2982,308.8,34.4,8.474,3.974,0.2181,1910.0,547.0,,,7138.0,272.0,4.06,0.32,1.89,1.072,NTP
8753896,2,,14.5123,0.000160715,143.828,0.00964116,0.5077,9.525,3.854,0.9422,368.0,36.01,10.61,1.533,2.496,636.0,120.0,,,5380.0,209.0,4.56,0.22,0.785,0.289,PC
10328393,3,,34.2112,0.000240719,154.582,0.00573206,0.9124,0.1129,5.011,0.5601,253.3,16.68,14.98,1.418,0.2184,426.0,18.4,,,4952.0,106.0,4.61,0.06,0.72,0.054,PC
6975466,2,,0.55004,6.80631e-06,131.921,0.00395487,0.9806,0.004622,1.105,0.0662,166.0,13.24,18.19,3.235,0.1536,3630.0,1220.0,,,7426.0,312.0,4.1,0.38,1.93,1.286,UNK
3655326,2,,15.0665,8.9506e-07,134.139,4.79444e-05,0.9027,0.008578,6.332,0.003429,73900.0,35.29,2514.0,46.48,0.7289,852.0,287.0,,,6337.0,229.0,4.38,0.37,1.198,0.803,AFP
10593759,1,,3.1326,2.06699e-07,132.878,4.61474e-05,0.9872,0.006119,3.486,0.002837,9942.0,9.787,1333.0,19.89,0.5325,1440.0,456.0,,,6248.0,195.0,4.33,0.34,1.181,0.743,AFP
6522735,2,,1.90241,2.00561e-05,131.627,0.00479492,0.3005,9.074,5.405,2.276,39.39,4.96,9.579,1.108,0.5635,2270.0,606.0,,,7166.0,302.0,4.11,0.3,1.73,0.913,UNK
6864893,2,,40.879,0.000344847,163.421,0.00655099,0.1799,36.75,6.902,1.462,365.7,22.53,17.58,1.368,2.221,438.0,57.6,,,5382.0,181.0,4.6,0.14,0.724,0.184,AFP
5110423,1,,2.68523,8.65193e-07,133.729,0.000229489,1.0,0.492,3.763,6.609,6939.0,39420.0,317.7,11.11,1.858,1120.0,198.0,,,5559.0,195.0,4.61,0.2,0.729,0.252,AFP
11303322,1,,38.1307,0.00047491,159.378,0.01043,0.6249,4.153,6.453,1.11,190.8,18.11,10.44,1.692,1.349,633.0,154.0,,,6425.0,258.0,4.37,0.28,1.164,0.558,PC
6357290,1,,4.80995,2.03822e-05,133.011,0.00317038,0.5003,4.339,2.003,0.2226,301.8,25.09,13.59,1.668,1.014,1080.0,174.0,,,5988.0,211.0,4.51,0.24,0.934,0.294,PC
7287118,1,,0.585058,5.85728e-06,132.007,0.00188704,0.4995,2.826,2.106,1.101,48.2,3.659,17.51,2.39,0.7882,4900.0,846.0,,,8055.0,321.0,3.71,0.29,3.32,1.116,AFP
9307105,1,,13.5438,1.34885e-05,135.277,0.000815131,0.9993,0.05682,5.925,0.04534,6860.0,75.36,141.1,12.18,3.425,659.0,132.0,,,5465.0,194.0,4.58,0.26,0.798,0.316,AFP
9579860,1,,2.15122,5.47962e-06,131.744,0.00062499,0.3647,1.654,2.339,0.03151,149.6,10.79,17.58,9.835,2.022,3300.0,87.5,,,4760.0,85.0,2.63,0.01,8.15,0.32,AFP
5026326,1,,1.39772,7.87897e-06,132.344,0.00261899,0.9021,0.2594,3.055,0.9717,157.9,11.46,16.54,1.659,0.4106,1760.0,451.0,,,6006.0,226.0,4.38,0.3,1.114,0.563,AFP
11506508,1,,6.70404,7.75968e-05,133.767,0.00865908,0.9397,0.006993,12.32,0.1888,592.0,44.13,11.07,8.376,0.3103,1900.0,297.0,,,7511.0,309.0,3.82,0.24,2.862,0.866,UNK
9724220,1,,0.502822,1.42721e-05,131.915,0.00197368,0.5,1.751,1.511,0.3504,16.55,2.857,8.567,0.6981,0.1514,3390.0,898.0,,,6975.0,246.0,4.12,0.3,1.651,0.866,NTP
8684730,1,,46.1509,3.111e-05,176.629,0.000572359,0.9042,0.002901,6.359,0.03536,1817.0,8.974,223.1,10.5,0.04601,710.0,16.8,,,5882.0,87.0,3.93,0.01,2.064,0.076,PC
7431665,1,,281.544,0.00819493,171.567,0.0246814,1.0,0.03571,66.71,24.86,8775.0,10590.0,56.35,168.2,119.6,672.0,11.7,,,4795.0,72.0,2.63,0.01,9.57,0.17,UNK
7052048,1,,0.655568,4.03377e-05,131.688,0.0170345,0.9,1.833,2.061,15.28,3.226,1.366,2.948,0.3889,0.5146,3340.0,1200.0,,,7326.0,316.0,4.12,0.4,1.869,1.339,AFP
6804821,2,,0.59329,1.08439e-05,132.091,0.00426469,0.009839,542.0,3.391,10.03,8.474,1.225,9.851,1.037,0.9712,4800.0,822.0,,,7698.0,304.0,3.66,0.27,3.526,1.175,UNK
4756335,1,,1.9014,2.16597e-05,133.353,0.00578005,0.6976,0.5584,3.931,0.4533,9.44,1.16,8.717,0.747,0.1235,2220.0,526.0,,,5970.0,165.0,3.81,0.44,2.276,1.074,UNK
9640962,1,,2.17813,8.074e-06,132.032,0.00199495,0.4963,3.624,2.817,0.1369,234.8,13.46,20.08,1.299,0.8926,1170.0,133.0,,,5119.0,179.0,4.53,0.14,0.84,0.182,AFP
5181845,1,,326.239,0.0103083,317.683,0.0165435,0.01483,131.3,16.93,2.255,1439.0,413.0,3.619,3.751,1.841,265.0,0.00279,,,5780.0,0.0,4.44,0.0,1.0,0.0,UNK
9335664,1,,459.293,0.0112062,260.268,0.0181199,0.3718,96.93,3.842,5.736,362.7,127.4,5.123,1.695,14.33,231.0,41.0,,,5995.0,163.0,4.54,0.26,0.878,0.308,NTP
8364969,1,,22.572,1.35621e-06,145.035,4.85776e-05,0.9035,0.02162,3.997,0.004108,80860.0,61.75,1544.0,35.83,1.362,617.0,161.0,,,5645.0,191.0,4.43,0.33,0.871,0.45,AFP
9537008,1,,0.607962,1.05372e-05,131.96,0.00165375,0.2052,26.39,1.044,0.2459,41.45,5.687,11.07,0.6587,0.7875,2230.0,477.0,,,5985.0,195.0,4.44,0.29,1.016,0.43,AFP
10604335,3,,2.14321,3.08307e-05,131.892,0.00814947,0.01211,265.7,8.117,6.075,92.79,12.28,8.771,0.5423,0.4781,837.0,31.7,,,4123.0,98.0,4.68,0.04,0.578,0.034,UNK
10056297,1,,1.48404,1.64533e-05,132.86,0.00769515,0.9719,0.009403,3.604,0.1707,655.3,52.6,14.37,6.566,0.6166,2650.0,737.0,,,7355.0,306.0,4.04,0.31,1.984,1.09,AFP
10879208,1,,1.33696,1.74242e-06,132.828,0.000314923,0.3758,1.487,1.046,0.04955,1565.0,38.45,58.47,3.256,0.5097,1460.0,300.0,,,5543.0,173.0,4.57,0.27,0.813,0.331,AFP
8559589,1,,223.112,0.000260574,140.949,0.000821029,0.9988,0.0589,9.012,0.06113,11460.0,72.44,258.9,19.9,4.724,332.0,69.5,,,6211.0,195.0,4.39,0.28,1.056,0.437,AFP
9777062,2,,19.23,1.47878e-06,144.111,6.31931e-05,1.0,0.001775,8.652,0.08516,33670.0,1116.0,2045.0,91.28,1.051,1360.0,247.0,,,7703.0,317.0,3.84,0.23,2.916,1.03,AFP
2554853,1,,3.51468,4.53354e-05,132.251,0.00756571,0.8842,0.4487,4.885,0.9294,26.23,5.665,4.795,0.9501,0.3011,1780.0,401.0,,,6908.0,234.0,4.08,0.24,1.614,0.721,AFP
5384183,1,,0.620989,1.23259e-05,131.585,0.00451918,0.6999,1.8,2.508,3.292,27.88,4.759,8.161,0.9553,0.6796,2410.0,937.0,,,4976.0,164.0,3.96,0.59,1.695,1.312,NTP
7668791,1,,0.613319,5.15742e-06,131.522,0.00159371,0.02576,150.4,2.288,2.069,11.73,0.8297,19.17,1.048,0.6986,4820.0,884.0,,,8394.0,353.0,3.78,0.3,3.021,1.078,AFP
3230805,2,,6.65174,5.03029e-05,137.681,0.00580888,0.2676,21.64,2.177,0.2198,148.6,17.44,9.004,0.8219,1.511,714.0,51.0,,,4886.0,149.0,4.64,0.07,0.689,0.089,UNK
6948480,1,,175.329,0.00186215,230.938,0.00871588,0.3584,21.87,4.747,2.556,917.5,65.26,14.74,2.849,5.298,327.0,66.5,,,6008.0,194.0,4.5,0.29,0.93,0.374,PC
9471419,1,,1.60036,4.68257e-05,131.858,0.0208762,0.9904,0.004812,2.088,0.3086,18.21,2.196,8.397,0.9922,0.07264,2420.0,688.0,,,7289.0,337.0,4.13,0.32,1.709,0.96,AFP
7362696,1,,4.93128,7.86955e-06,134.826,0.0011282,0.02965,60.75,1.32,0.1219,800.9,33.2,30.52,2.192,0.8953,944.0,245.0,,,5457.0,225.0,4.51,0.38,0.779,0.399,AFP
9092496,1,,94.1777,0.000980299,200.295,0.00871266,0.9404,0.01516,6.569,0.3344,859.9,65.3,14.21,3.892,0.1837,493.0,93.3,,,6935.0,229.0,4.41,0.25,1.096,0.408,UNK
7386431,1,,1.19314,1.01916e-05,131.99,0.00130268,0.5133,1.933,3.463,0.7769,115.7,15.83,9.345,1.551,0.3714,2280.0,684.0,,,6826.0,277.0,4.27,0.34,1.391,0.825,AFP
6387895,2,,0.52293,0.0433968,131.554,5.44698,0.9531,360.1,1.209,4490.0,0.02362,13.7,0.001781,0.04588,23.3,4100.0,795.0,,,7377.0,310.0,3.91,0.22,2.444,0.915,AFP
6802602,1,,62.2489,0.000483997,152.055,0.00623219,1.0,0.01211,19.74,1.472,1775.0,389.3,32.96,13.93,3.015,637.0,142.0,,,6217.0,188.0,4.03,0.29,1.763,0.78,NTP
6305572,2,,1.50008,8.25239e-06,132.843,0.00217597,0.7003,0.6567,2.707,0.2235,55.99,4.582,14.99,1.597,0.214,3200.0,1220.0,,,9388.0,422.0,4.18,0.4,1.986,1.505,AFP
9076513,1,,2.437,4.80334e-06,131.752,0.00115801,0.8961,0.1348,3.121,0.05488,219.3,5.656,43.43,1.719,0.2093,1370.0,301.0,,,5984.0,195.0,4.49,0.31,0.984,0.428,PC
10905239,2,,6.02976,6.03334e-05,132.483,0.0073865,0.6972,2.366,3.882,0.2487,52.77,5.83,9.756,1.234,0.9715,1200.0,135.0,,,5576.0,116.0,4.07,0.18,1.593,0.351,PC
5444549,1,,31.1386,2.45526e-05,135.702,0.000706776,0.92,0.01395,5.283,0.0414,11580.0,75.04,204.0,14.13,0.7199,583.0,123.0,,,5919.0,223.0,4.49,0.29,1.0,0.414,AFP
4843037,2,,0.735981,9.80582e-06,132.066,0.00173613,0.8933,0.3523,2.049,1.733,48.67,6.537,9.286,1.116,0.2969,2700.0,775.0,,,6839.0,253.0,4.25,0.32,1.382,0.785,AFP
2437783,2,,3.72685,1.9444e-05,131.745,0.00273327,0.4889,1.041,3.098,0.4191,9040.0,336.7,29.94,9.715,1.521,1180.0,0.00204,,,5780.0,0.0,4.44,0.0,1.0,0.0,UNK
10583181,1,,2.69635,2.18813e-08,132.993,4.95088e-06,0.3123,0.000191,5.252,0.0003361,243100.0,31.08,13540.0,80.16,0.005322,1820.0,419.0,,,6472.0,183.0,4.08,0.25,1.579,0.724,UNK
7707736,1,,0.758354,3.04616e-06,131.88,0.00076129,1.0,0.003701,1.434,0.9146,574.4,1427.0,40.98,3.824,4.179,1790.0,336.0,,,5649.0,164.0,4.57,0.24,0.797,0.296,AFP
10208759,1,,2.28751,0.0,132.359,0.0,0.1,0.0,6.0,0.0,373200.0,0.0,-1.0,48.0,0.0,1820.0,0.0,,,6807.0,289.0,4.3,0.38,1.413,0.917,UNK
4279066,1,,12.6507,0.000138882,140.245,0.0087348,0.8764,0.08042,15.91,0.2419,91.6,9.113,10.01,2.118,0.1622,1210.0,229.0,,,6638.0,223.0,3.95,0.31,1.932,0.72,AFP
4739194,1,,1.24658,2.77989e-08,132.022,8.73214e-06,0.4035,0.0005174,4.156,0.0007379,364500.0,116.8,10600.0,56.8,0.01396,1770.0,358.0,,,6266.0,184.0,4.49,0.29,0.892,0.358,UNK
4851283,2,,2.47032,1.26651e-05,131.938,0.00374736,0.9311,0.1436,2.78,0.3641,332.8,35.73,12.16,2.25,0.4754,1350.0,0.0023,,,5780.0,0.0,4.44,0.0,1.0,0.0,AFP
10598279,1,,459.06,0.00763455,260.488,0.0135238,0.8201,1.447,8.342,3.168,346.7,65.31,6.389,1.948,1.296,251.0,49.6,,,6299.0,188.0,4.48,0.29,0.939,0.367,NTP
6543496,2,,2.09539,3.09671e-05,133.452,0.00778297,0.3179,12.81,4.674,1.855,35.25,5.695,7.013,1.609,1.572,2240.0,617.0,,,5798.0,195.0,3.69,0.54,2.697,1.473,UNK
10266615,1,,10.9403,2.50551e-05,137.485,0.00183907,0.4734,4.897,2.327,0.3464,562.5,20.06,28.97,2.109,1.422,767.0,137.0,,,5757.0,163.0,4.54,0.26,0.872,0.308,PC
4455314,1,,293.693,0.00488962,350.63,0.00906899,0.1783,26.98,2.469,0.336,233.9,39.82,13.76,92.68,176.3,1410.0,174.0,,,4052.0,111.0,1.05,0.03,63.85,15.39,UNK
11026304,1,,13.3515,1.51274e-05,136.11,0.00099776,0.5186,0.5854,3.589,0.1864,3309.0,35.06,97.75,4.383,0.5621,586.0,38.7,,,4843.0,187.0,4.56,0.06,0.754,0.081,PC
6437993,1,,1.39786,1.49971e-05,131.776,0.00415646,0.6917,1.061,5.08,3.007,20.39,2.561,8.852,0.3652,0.1385,1320.0,1300.0,,,5074.0,149.0,4.54,0.87,0.761,1.497,UNK
6510174,2,,1.96949,6.7947e-05,132.594,0.0259894,0.9968,0.01703,2.101,0.8606,22.96,4.019,7.602,1.317,1.519,2240.0,606.0,,,7192.0,299.0,4.11,0.3,1.71,0.914,AFP
3231341,2,,12.3336,4.67519e-05,137.582,0.00310356,0.7017,1.074,4.84,0.5232,482.2,17.75,26.71,2.912,0.8846,915.0,70.4,,,5896.0,111.0,4.2,0.13,1.24,0.185,PC
9458613,3,,31.7848,0.000154154,135.87,0.00395305,0.9066,0.02357,9.513,0.2527,437.6,10.74,41.62,4.222,0.1187,752.0,89.9,,,5900.0,120.0,4.02,0.18,1.694,0.399,PC
5881108,2,,0.567658,8.77707e-06,131.607,0.00292158,0.3,18.1,2.036,2.611,154.2,19.73,11.74,3.531,3.595,4410.0,707.0,,,7757.0,316.0,3.84,0.25,2.783,0.862,UNK
10083325,1,,6.13286,3.31917e-05,132.003,0.00390148,0.371,7.8,1.473,0.1133,57.91,6.701,9.488,0.8891,0.6082,1120.0,309.0,,,6140.0,193.0,4.34,0.31,1.149,0.628,PC
11869052,1,,20.546,7.54258e-05,137.902,0.00301871,0.8351,0.9584,2.158,0.4524,198.5,13.43,20.77,1.969,1.146,732.0,173.0,,,5667.0,272.0,4.23,0.26,1.231,0.568,AFP
10991389,1,,303.223,0.00161704,344.065,0.00456165,0.2964,44.5,1.678,1.873,1603.0,150.8,12.31,3.855,11.77,274.0,56.2,,,5952.0,194.0,4.47,0.28,0.955,0.387,PC
9301183,5,,3.57685,3.31562e-05,132.579,0.0058895,0.6882,1.328,5.166,0.4908,36.54,4.116,9.739,1.366,0.4305,1860.0,347.0,,,6564.0,234.0,3.93,0.29,2.117,0.774,AFP
3834364,2,,1.45423,2.07452e-07,132.314,4.89317e-05,0.9392,0.006059,2.28,0.004747,8860.0,27.42,530.6,9.926,0.2597,1450.0,338.0,,,5631.0,189.0,4.52,0.32,0.764,0.352,UNK
11284772,1,,207.248,0.00260661,213.032,0.0108734,0.7248,1.297,6.175,1.33,855.4,83.13,10.37,1.985,1.145,194.0,11.8,,,4243.0,134.0,4.63,0.06,0.629,0.065,PC
9883311,1,,30.5231,6.24613e-05,146.851,0.00175332,0.9754,0.07786,2.674,0.1565,2203.0,78.08,38.77,5.836,3.759,505.0,93.5,,,5496.0,177.0,4.58,0.23,0.79,0.288,PC
4914709,1,,8.65308,2.50602e-05,136.665,0.00221057,0.4342,6.033,0.9789,0.1643,552.9,48.15,14.12,2.005,1.727,764.0,129.0,,,5301.0,188.0,4.53,0.21,0.84,0.278,AFP
7295520,2,,7.34857,0.000101511,138.746,0.0159654,0.1403,31.65,14.73,3.274,132.3,21.66,7.599,1.399,1.154,1220.0,202.0,,,6605.0,218.0,4.18,0.28,1.205,0.391,AFP
3557273,2,,0.787424,1.51446e-05,131.754,0.00277854,0.7042,2.035,1.036,0.1438,78.42,15.61,7.202,0.9847,0.5464,2130.0,438.0,,,6225.0,221.0,4.45,0.28,1.031,0.418,AFP
8332383,2,,0.699354,1.02641e-05,132.111,0.00193689,0.2103,13.71,2.775,2.262,40.61,6.001,9.303,0.7025,0.3903,2390.0,616.0,,,6543.0,203.0,4.41,0.32,1.09,0.559,AFP
9480398,1,,407.116,0.0174896,509.301,0.0220158,0.3832,18.99,15.28,2.445,96.36,14.74,6.829,1.185,2.235,272.0,57.9,,,5845.0,197.0,4.28,0.24,1.198,0.503,UNK
6147122,2,,15.4516,4.09606e-05,134.172,0.00214464,0.7067,0.5768,4.081,0.1367,127.3,4.011,32.18,2.506,0.3311,1290.0,412.0,,,7839.0,307.0,4.08,0.38,2.069,1.317,AFP
4464394,2,,4.13188,6.34724e-05,132.859,0.0106009,0.866,0.2612,12.2,5.822,30.28,2.425,12.75,0.9926,0.1594,1550.0,401.0,,,6511.0,222.0,4.13,0.28,1.582,0.811,AFP
9940565,1,,2.13933,1.9923e-07,132.922,5.04101e-05,0.9883,0.01346,2.677,0.003409,8855.0,15.93,721.3,11.27,0.6731,1010.0,69.8,,,4770.0,142.0,4.64,0.06,0.667,0.083,AFP
11922648,1,,1.75643,1.05673e-05,132.057,0.0023022,0.4994,3.699,1.608,0.0951,78.01,9.664,10.29,0.7369,0.4032,1370.0,314.0,,,5702.0,159.0,4.57,0.3,0.813,0.37,AFP
5631655,1,,0.992583,1.6474e-05,132.199,0.00617412,0.9018,0.6196,3.157,8.204,7.433,0.9831,8.359,0.6766,0.3137,3390.0,795.0,,,8107.0,318.0,4.04,0.28,2.13,0.985,UNK
11046870,1,,8.34407,4.3698e-05,136.551,0.0039169,0.9028,0.7449,1.494,0.8677,274.7,32.01,9.707,2.015,1.323,980.0,225.0,,,6297.0,219.0,4.45,0.3,1.031,0.467,AFP
4930913,2,,2.41916,2.80828e-05,132.042,0.00697104,0.9097,0.1289,7.028,3.324,42.0,3.87,11.56,0.6839,0.08996,1350.0,244.0,,,6077.0,175.0,4.53,0.27,0.891,0.317,AFP
7605527,1,,0.728549,1.20694e-05,132.217,0.00502196,0.9,0.2811,2.41,2.31,176.8,23.2,9.344,4.317,0.9692,4160.0,639.0,,,8040.0,324.0,3.87,0.23,2.792,0.827,UNK
4483235,1,,1.76094,1.39884e-05,132.306,0.00405926,0.377,4.312,4.171,0.8239,34.74,2.787,13.56,1.192,0.3626,2860.0,916.0,,,8782.0,379.0,4.16,0.38,1.965,1.247,AFP
7301014,1,,2.58265,1.04016e-05,132.562,0.00206352,0.9,0.1256,1.742,0.08327,12.46,1.054,14.12,2.007,0.2087,3370.0,1000.0,,,7531.0,307.0,3.39,0.58,4.876,2.866,AFP
8167996,3,,5.21233,1.0832e-05,132.707,0.00146339,0.02803,81.67,2.106,0.1563,451.2,18.07,27.83,1.086,0.602,554.0,26.0,,,3817.0,96.0,4.74,0.04,0.519,0.041,PC
2716801,2,,9.47661,0.000135299,134.735,0.0116409,0.5053,11.02,4.404,0.9053,213.3,27.3,8.006,1.369,2.193,841.0,169.0,,,5911.0,187.0,4.52,0.29,0.914,0.362,UNK
8245366,2,,0.691962,7.01864e-06,132.114,0.00220458,0.0116,293.6,2.859,2.508,270.7,25.11,15.36,3.046,1.887,3090.0,780.0,,,6777.0,282.0,4.06,0.28,1.836,0.913,AFP
9655424,1,,0.518113,1.35998e-05,131.652,0.00234696,0.9006,0.8187,1.208,1.801,53.09,9.535,9.21,0.7951,0.5452,2360.0,468.0,,,6240.0,207.0,4.5,0.29,0.929,0.363,UNK
8581240,1,,10.768,6.68632e-05,138.507,0.00521348,0.8877,0.4258,3.512,0.4203,70.72,5.317,13.56,1.079,0.3834,885.0,76.1,,,5874.0,121.0,4.34,0.12,1.096,0.183,PC
6446951,2,,0.604003,1.17232e-05,131.629,0.00443761,0.7621,3.799,2.43,10.1,63.78,9.813,9.559,1.754,1.881,3780.0,671.0,,,7615.0,319.0,4.0,0.22,2.017,0.696,AFP
